"PJahr","Tnr","Enr","Bnr","PArt","AJahr","Bs","Ba","Kh","Kst","Bhd","D03","Hoe","StHoe","Balter","N_ha","VolR","Biomasse","C","G","Stf","StfM","Alkl5","BhdSt5","Bl","BID","Volumen"
2012,21148,1,1,0,0,1,20,0,0,256,196,248,0,63,77.712364,0.564972,19378.5353797245,124.68116,0.051472,16.441593,20.055664,13,5,11,211371,43.905309713808
2012,21148,1,6,0,0,1,100,0,2,333,256,158,0,54,45.928432,0.639046,22747.4127198097,247.639771,0.087092,27.457664,33.493206,11,6,11,211375,29.350380755872
2012,21148,1,3,0,0,2,100,0,0,174,135,170,53,54,168.217667,0.175194,23498.5958925855,69.845802,0.023779,NA,NA,11,3,11,211373,29.470725952398
2012,21148,1,29,0,0,2,100,0,0,168,130,172,102,54,180.447784,0.16351,23661.9094987295,65.564423,0.022167,NA,NA,11,3,11,211377,29.50501716184
2012,21148,1,30,0,0,2,100,0,0,65,0,71,0,32,1039.379028,0,12861.349888383,6.187036,0.003318,NA,NA,7,1,11,471300,0
2012,21148,3,2,0,0,1,20,0,0,420,318,269,0,63,28.871645,1.608688,22393.5907871691,387.812866,0.138545,42.563362,52.252453,13,8,11,211387,46.44546885176
2012,21148,3,11,0,0,1,100,0,0,380,298,252,114,89,35.269794,1.336724,34080.17467418,483.135437,0.113412,35.353527,43.401375,18,7,11,211392,47.145980114856
2012,21148,4,1,0,0,1,20,0,0,200,154,205,0,49,127.323952,0.286438,16290.9127468385,63.974266,0.031416,10.4248,12.266906,10,4,11,211393,36.470418162976
2012,21148,4,21,0,0,1,20,0,0,255,195,238,0,49,78.323082,0.537232,18829.089548922,120.201408,0.051071,16.32119,19.205212,10,5,11,211396,42.077665989024
2012,21148,4,22,0,0,1,20,0,0,302,232,221,0,49,55.841396,0.703682,18923.0775599924,169.435928,0.071632,22.489485,26.463472,10,6,11,211397,39.294585220072
2012,21260,1,2,0,0,1,110,0,0,403,325,259,74,111,37.496964,1.628559,38228.3561941936,509.752686,0.127556,51.494625,32.280624,23,8,11,211904,61.066018194876
2012,21260,1,4,0,0,1,110,0,0,322,259,263,116,111,54.440861,1.031691,34368.2623448555,315.647675,0.081433,33.276199,20.859974,23,6,11,211905,56.166146325951
2012,21260,1,5,0,0,1,110,0,0,366,295,288,155,111,38.019638,1.472956,33415.0825313125,439.445038,0.105209,42.667568,26.747173,23,7,11,211906,56.001253909928
2012,21260,1,6,0,0,1,110,0,0,335,270,265,88,111,45.381668,1.131511,31444.548913753,346.445496,0.088142,35.9259,22.521,23,6,11,211907,51.349856540348
2012,21260,1,12,0,0,1,110,0,0,286,230,256,173,72,67.317993,0.785755,32293.5534699803,239.858261,0.064243,26.485823,16.603266,15,5,11,211909,52.895449589715
2012,21260,1,13,0,0,1,110,0,0,344,277,267,84,111,49.245083,1.20276,36242.6378120618,367.9823,0.092941,37.821732,23.709448,23,6,11,211910,59.23001602908
2012,21260,1,14,0,0,1,110,0,0,405,327,274,122,111,31.049891,1.738866,33065.4996732974,532.457581,0.128825,51.995968,32.594902,23,8,11,211911,53.991599763606
2012,21260,1,15,0,0,1,110,0,0,301,242,259,116,72,56.213047,0.88325,30350.0327501729,269.955414,0.071158,29.217421,18.315632,15,6,11,211912,49.65017376275
2012,21260,1,17,0,0,1,110,0,0,457,369,280,123,111,31.17882,2.285773,43518.2871147233,697.882202,0.16403,65.901848,41.312134,23,9,11,211913,71.26770492786
2012,21260,1,11,0,0,2,110,0,0,200,158,164,67,72,127.323952,0.237915,20735.0599257584,81.426392,0.031416,NA,NA,15,4,11,211908,30.29227804008
2012,21260,1,21,0,0,2,110,0,0,230,182,175,85,72,97.250175,0.339777,22614.860768299,116.271568,0.041548,NA,NA,15,4,11,211914,33.043372710975
2012,21260,2,2,0,0,1,110,0,0,403,325,244,114,111,31.358843,1.538882,30922.8988245357,493.049103,0.127556,51.494625,112.784698,23,8,11,211916,48.257559033526
2012,21260,2,3,0,0,1,110,0,0,346,278,241,104,111,42.542004,1.10045,29848.990542707,350.817871,0.094025,38.249851,83.775696,23,6,11,211917,46.8153483018
2012,21260,2,5,0,0,1,100,0,0,234,181,194,122,67,93.011871,0.370783,26447.1029218629,142.170578,0.043005,14.231608,31.170389,14,4,11,211918,34.487220564993
2012,21260,2,1,0,0,2,110,0,0,162,128,170,62,72,194.061798,0.156749,19874.7251278946,51.207207,0.020612,NA,NA,15,3,11,211915,30.418992774702
2012,21260,2,29,0,0,2,100,0,0,150,117,166,114,67,226.353683,0.124442,23029.7533760382,50.87117,0.017671,NA,NA,14,3,11,211919,28.167905019886
2012,21260,2,30,0,0,2,100,0,0,204,158,185,54,67,122.379822,0.265904,25297.6155492581,103.356972,0.032685,NA,NA,14,4,11,211920,32.541284189088
2012,21260,2,31,0,0,2,100,0,0,25,0,24,0,8,1039.379028,0,1686.00686331061,0.811065,0.000491,NA,NA,4,0,11,471496,0
